symbol,series,date,prev_close,open,high,low,last,close,AVG_PRICE,volume,turnover_lacs,num_trades,deliv_qty,deliv_per
RELIANCE, EQ,2025-04-17,1239.3,1240.2,1280.2,1227.6,1273.0,1274.5,1260.38,15398401,194078.71,321235,8657714,56.22
RELIANCE, EQ,2025-04-21,1274.5,1270.0,1300.9,1267.0,1295.2,1295.5,1291.47,10429964,134699.5,257857,6583600,63.12
RELIANCE, EQ,2025-04-22,1295.5,1300.0,1303.9,1286.3,1289.0,1291.2,1295.99,13051707,169149.01,229331,9226837,70.69
RELIANCE, EQ,2025-04-23,1291.2,1297.0,1306.0,1285.4,1297.0,1300.0,1297.08,10480888,135945.98,232149,6681779,63.75
RELIANCE, EQ,2025-04-24,1300.0,1292.4,1304.5,1290.3,1303.5,1301.6,1298.32,10468940,135920.84,181309,7034174,67.19
RELIANCE, EQ,2025-04-25,1301.6,1303.5,1325.2,1288.1,1301.0,1300.4,1303.3,14431012,188079.08,307093,6943157,48.11
RELIANCE, EQ,2025-04-28,1300.4,1340.0,1374.6,1320.2,1366.3,1368.8,1355.02,31104496,421471.23,893347,17939278,57.67
RELIANCE, EQ,2025-04-29,1368.8,1371.0,1410.9,1370.0,1398.9,1399.7,1395.77,32538970,454170.61,680195,21685829,66.65
RELIANCE, EQ,2025-04-30,1399.7,1402.0,1412.4,1369.0,1395.0,1405.0,1404.87,25480745,357972.2,598769,18305940,71.84
RELIANCE, EQ,2025-05-02,1405.0,1414.0,1426.7,1409.1,1422.5,1422.4,1419.65,17535402,248941.4,378385,11323037,64.57
RELIANCE, EQ,2025-05-05,1422.4,1431.0,1439.5,1426.9,1430.0,1431.3,1432.0,12685649,181658.44,204503,9447755,74.48
RELIANCE, EQ,2025-05-06,1431.3,1431.0,1432.0,1410.6,1418.0,1420.9,1419.01,14084117,199855.6,226761,10124390,71.89
RELIANCE, EQ,2025-05-07,1420.9,1420.9,1424.4,1402.7,1405.9,1406.0,1412.79,13440169,189881.26,222903,9934849,73.92
RELIANCE, EQ,2025-05-08,1406.0,1404.1,1420.8,1398.0,1398.0,1407.0,1410.51,16106175,227178.78,231342,9993501,62.05
RELIANCE, EQ,2025-05-09,1407.0,1385.5,1394.8,1374.5,1379.5,1377.2,1382.39,13668904,188957.51,388013,10191308,74.56
RELIANCE, EQ,2025-05-12,1377.2,1400.0,1439.0,1400.0,1436.9,1436.5,1426.35,10674081,152249.7,310602,6995270,65.54
RELIANCE, EQ,2025-05-13,1436.5,1433.5,1447.7,1412.4,1416.5,1415.7,1423.23,11407896,162361.03,281992,5936423,52.04
RELIANCE, EQ,2025-05-14,1415.7,1420.0,1429.9,1415.5,1425.2,1424.4,1423.31,5570160,79280.46,145014,3082135,55.33
RELIANCE, EQ,2025-05-15,1424.4,1425.0,1461.4,1412.7,1453.0,1454.2,1441.41,20177211,290836.84,314261,11162761,55.32
RELIANCE, EQ,2025-05-16,1454.2,1453.2,1461.0,1447.3,1454.8,1456.4,1455.16,9036695,131497.98,196322,6326662,70.01
RELIANCE, EQ,2025-05-19,1456.4,1452.1,1454.6,1438.2,1442.9,1440.8,1443.67,6195791,89447.06,144606,3890227,62.79
RELIANCE, EQ,2025-05-20,1440.8,1438.2,1445.0,1421.8,1424.5,1424.6,1429.91,11270560,161159.06,182531,8038555,71.32
RELIANCE, EQ,2025-05-21,1424.6,1423.9,1436.2,1418.1,1428.2,1429.2,1427.75,6136364,87612.09,232529,3499009,57.02
RELIANCE, EQ,2025-05-22,1429.2,1421.2,1423.8,1396.9,1411.5,1409.4,1406.85,12134466,170714.02,228031,7420006,61.15
RELIANCE, EQ,2025-05-23,1409.4,1406.6,1433.8,1406.6,1426.0,1426.8,1424.63,6474883,92243.12,135371,3788597,58.51
RELIANCE, EQ,2025-05-26,1426.8,1432.0,1441.0,1425.1,1435.9,1434.8,1437.16,4842944,69601.06,171837,2806268,57.95
RELIANCE, EQ,2025-05-27,1434.8,1426.1,1437.0,1413.9,1424.2,1422.1,1421.81,12640414,179722.11,211047,6965099,55.1
RELIANCE, EQ,2025-05-28,1422.1,1420.1,1422.6,1410.7,1412.8,1412.9,1414.99,5944611,84115.76,169185,3712454,62.45
RELIANCE, EQ,2025-05-29,1412.9,1412.1,1420.0,1408.6,1419.5,1417.8,1414.72,13771917,194834.25,265116,9632471,69.94
RELIANCE, EQ,2025-05-30,1417.8,1418.0,1430.6,1409.7,1417.9,1420.9,1419.89,13788484,195781.54,155127,8340438,60.49
RELIANCE, EQ,2025-06-02,1420.9,1412.1,1417.5,1395.6,1412.6,1413.7,1407.75,8098668,114008.65,189977,4754923,58.71
RELIANCE, EQ,2025-06-03,1413.7,1422.3,1426.5,1403.4,1405.4,1405.5,1412.34,11252626,158925.72,230110,7359424,65.4
RELIANCE, EQ,2025-06-04,1405.5,1414.7,1425.7,1406.1,1421.0,1423.5,1415.78,8126827,115058.07,152064,5920673,72.85
RELIANCE, EQ,2025-06-05,1423.5,1428.0,1454.7,1423.6,1442.7,1442.4,1442.72,13716817,197894.68,304069,7477692,54.51
RELIANCE, EQ,2025-06-06,1442.4,1441.0,1451.5,1437.0,1443.0,1443.5,1444.22,8182161,118168.75,179734,4679792,57.2
RELIANCE, EQ,2025-06-09,1443.5,1457.0,1457.5,1445.3,1447.2,1448.8,1449.95,7885125,114330.34,159916,5967583,75.68
RELIANCE, EQ,2025-06-10,1448.8,1450.0,1453.9,1436.0,1437.3,1438.5,1442.59,7913181,114154.77,167203,5070083,64.07
RELIANCE, EQ,2025-06-11,1438.5,1445.8,1468.6,1443.1,1448.0,1448.9,1456.11,8195700,119338.51,184593,4318503,52.69
RELIANCE, EQ,2025-06-12,1448.9,1453.5,1457.0,1434.4,1439.5,1441.6,1444.32,8828114,127506.12,190194,3478490,39.4
RELIANCE, EQ,2025-06-13,1441.6,1424.0,1435.5,1414.3,1427.5,1427.9,1423.95,9757276,138939.05,202256,6138313,62.91
RELIANCE, EQ,2025-06-16,1427.9,1426.9,1442.4,1424.4,1436.9,1437.8,1436.42,8458093,121494.12,213623,6127753,72.45
RELIANCE, EQ,2025-06-17,1437.8,1448.0,1448.0,1425.8,1430.0,1431.2,1432.15,10366599,148465.17,191173,5667420,54.67
RELIANCE, EQ,2025-06-18,1431.2,1430.0,1442.8,1425.7,1429.7,1430.1,1431.31,6681735,95636.29,138211,4052693,60.65
RELIANCE, EQ,2025-06-19,1430.1,1430.1,1439.9,1425.7,1428.0,1433.3,1433.8,10007230,143483.7,179473,4737355,47.34
RELIANCE, EQ,2025-06-20,1433.3,1431.0,1471.0,1428.1,1464.1,1466.2,1462.68,29010635,424333.0,276278,22729686,78.35
RELIANCE, EQ,2025-06-23,1466.2,1453.0,1463.8,1442.0,1456.0,1456.8,1453.48,5989078,87050.05,226309,3305165,55.19
RELIANCE, EQ,2025-06-24,1456.8,1465.0,1475.0,1443.1,1456.8,1450.8,1456.68,16402744,238935.23,284313,9541159,58.17
RELIANCE, EQ,2025-06-25,1450.8,1464.0,1472.4,1460.5,1467.6,1467.3,1467.46,7525851,110438.62,197720,4892013,65.0
RELIANCE, EQ,2025-06-26,1467.3,1469.1,1498.8,1465.1,1495.3,1495.3,1488.16,14657893,218133.25,247215,8878317,60.57
RELIANCE, EQ,2025-06-27,1495.3,1499.4,1522.0,1496.9,1514.0,1515.4,1511.99,11117052,168089.08,269877,6718471,60.43
RELIANCE, EQ,2025-06-30,1515.4,1513.8,1524.8,1496.0,1499.9,1500.6,1509.28,8409527,126923.3,242195,4974592,59.15
RELIANCE, EQ,2025-07-01,1500.6,1500.6,1531.4,1500.1,1526.8,1528.4,1522.95,10368523,157907.51,232573,5760652,55.56
RELIANCE, EQ,2025-07-02,1528.4,1528.4,1530.0,1508.7,1517.1,1518.8,1518.29,6361002,96578.44,183873,3082049,48.45
RELIANCE, EQ,2025-07-03,1518.8,1520.8,1531.9,1513.0,1515.0,1517.8,1520.57,11283291,171569.8,258008,4004213,35.49
RELIANCE, EQ,2025-07-04,1517.8,1524.0,1530.0,1517.2,1528.1,1527.3,1523.57,6603501,100609.09,167255,3984058,60.33
RELIANCE, EQ,2025-07-07,1527.3,1526.6,1544.8,1525.0,1540.5,1541.5,1539.06,7251074,111598.59,205134,4790308,66.06
RELIANCE, EQ,2025-07-08,1541.5,1536.0,1544.9,1530.2,1538.0,1537.6,1536.23,7171261,110166.84,191265,4236138,59.07
RELIANCE, EQ,2025-07-09,1537.6,1536.7,1551.0,1510.1,1520.5,1519.0,1532.97,8870660,135984.41,254524,5273816,59.45
RELIANCE, EQ,2025-07-10,1519.0,1519.7,1524.7,1507.5,1515.2,1517.2,1516.2,10047129,152334.58,289035,5054620,50.31
RELIANCE, EQ,2025-07-11,1517.2,1512.0,1515.0,1490.3,1495.0,1495.2,1496.06,7234991,108239.83,178490,5235926,72.37
RELIANCE, EQ,2025-07-14,1495.2,1492.2,1500.0,1479.1,1486.4,1483.7,1487.76,10311846,153415.3,186122,7980365,77.39
RELIANCE, EQ,2025-07-15,1483.7,1486.2,1496.5,1482.4,1488.5,1485.4,1487.92,8132454,121004.48,173756,5361113,65.92
RELIANCE, EQ,2025-07-16,1485.4,1473.0,1491.0,1471.5,1486.2,1485.6,1481.43,10409983,154216.37,191598,7155850,68.74
RELIANCE, EQ,2025-07-17,1485.6,1487.4,1489.6,1473.9,1478.7,1476.4,1479.78,11854613,175422.06,189733,7988502,67.39
RELIANCE, EQ,2025-07-18,1476.4,1484.8,1484.8,1469.1,1476.0,1476.0,1475.2,10296318,151891.04,222241,7806111,75.81
RELIANCE, EQ,2025-07-21,1476.0,1465.0,1476.0,1423.1,1428.2,1428.6,1435.24,22442744,322107.52,630358,15300469,68.18
RELIANCE, EQ,2025-07-22,1428.6,1427.4,1431.9,1410.7,1413.8,1412.8,1417.05,20396320,289027.0,504145,16046485,78.67
RELIANCE, EQ,2025-07-23,1412.8,1426.0,1426.0,1414.4,1425.0,1424.6,1421.41,8354596,118753.15,225103,5799080,69.41
RELIANCE, EQ,2025-07-24,1424.6,1419.2,1423.0,1396.0,1402.8,1402.9,1407.06,14740507,207407.89,314670,10145972,68.83
RELIANCE, EQ,2025-07-25,1402.9,1398.9,1401.0,1384.1,1392.4,1391.7,1394.22,11854722,165280.44,237018,8629824,72.8
RELIANCE, EQ,2025-07-28,1391.7,1392.3,1407.8,1385.0,1387.1,1387.6,1394.17,7748361,108025.52,198421,4903748,63.29
RELIANCE, EQ,2025-07-29,1387.6,1383.0,1420.2,1383.0,1416.6,1417.1,1402.99,10750072,150822.12,187813,7178436,66.78
RELIANCE, EQ,2025-07-30,1417.1,1418.1,1423.3,1401.3,1409.7,1410.1,1411.5,7209849,101767.2,167311,3930581,54.52
RELIANCE, EQ,2025-07-31,1410.1,1388.1,1402.6,1382.2,1390.0,1390.2,1392.63,17065827,237663.74,373516,11458014,67.14
RELIANCE, EQ,2025-08-01,1390.2,1386.9,1405.9,1384.3,1394.1,1393.7,1397.47,10321171,144234.89,208431,7159472,69.37
RELIANCE, EQ,2025-08-04,1393.7,1395.1,1416.1,1391.7,1410.2,1411.5,1410.61,6312820,89049.08,188246,3963011,62.78
RELIANCE, EQ,2025-08-05,1411.5,1411.0,1411.0,1388.1,1390.0,1391.7,1394.5,9315972,129911.63,238858,6109843,65.58
RELIANCE, EQ,2025-08-06,1391.7,1391.9,1395.9,1383.3,1393.0,1392.8,1390.57,5834312,81130.07,156725,3610090,61.88
RELIANCE, EQ,2025-08-07,1392.8,1387.7,1393.7,1366.0,1391.0,1389.4,1381.52,9976705,137830.48,293767,5609828,56.23
RELIANCE, EQ,2025-08-08,1389.4,1385.0,1397.2,1365.0,1366.2,1367.8,1374.93,8793606,120905.92,208137,5902434,67.12
RELIANCE, EQ,2025-08-11,1367.8,1370.0,1388.0,1361.2,1384.6,1386.2,1375.78,9997486,137543.51,226304,6307917,63.1
RELIANCE, EQ,2025-08-12,1386.2,1381.9,1401.9,1375.2,1381.0,1380.4,1386.76,12244664,169803.69,179433,7293929,59.57
RELIANCE, EQ,2025-08-13,1380.4,1388.0,1391.8,1377.5,1384.0,1382.6,1384.19,7457021,103219.69,208576,4902944,65.75
RELIANCE, EQ,2025-08-14,1382.6,1377.3,1380.7,1370.1,1372.9,1373.8,1375.17,7126128,97996.3,175588,3769500,52.9
